0,1,7.747634,0.033874,0.014062
1,1,19.215887,-0.477472,-0.075160
2,1,26.226664,-1.342340,-0.230498
3,1,28.948889,-2.944687,-0.818254
4,1,29.892378,-4.856664,-1.486121
5,1,29.667164,-6.401117,-1.951226
6,1,28.568107,-7.921096,-2.345824
7,1,26.836491,-8.893988,-2.800971
8,1,24.530448,-8.224248,-3.786908
9,1,23.107621,-6.604021,-4.219765
10,1,23.030524,-1.334045,-4.685298
11,1,18.442952,-0.325220,-3.243783
12,1,9.800132,1.074073,-3.290042
13,1,0.424442,2.895650,-3.395052
14,1,-0.963284,3.223646,-3.375774
15,1,-0.347620,6.155631,-4.966350
